site.name,site.id,dataset.id,age,tave_mat,tave_wa,tave_wapls,tave,lat,long
Silver Lake,2303,17717,13500,2.735454545,2.944883129,4.072468633,3.250935436,40.354335,-83.812515
Silver Lake,2303,17717,14500,-2.94525,-3.431116018,-2.36752272,-2.914629579,40.354335,-83.812515
Silver Lake,2303,17717,15500,-3.693,-4.362600821,-3.354088468,-3.803229763,40.354335,-83.812515
Silver Lake,2303,17717,16500,-3.539333333,-4.140952558,-3.054581861,-3.578289251,40.354335,-83.812515
Silver Lake,2303,17717,17500,-3.551111111,-4.630680332,-3.619755674,-3.933849039,40.354335,-83.812515
Silver Lake,2303,17717,18500,-2.976,-3.781812237,-2.644998822,-3.134270353,40.354335,-83.812515
Lake Tulane,2570,19620,1500,20.19257143,26.27228534,21.88043281,22.78176319,27.58613,-81.503395
Lake Tulane,2570,19620,2500,19.9628,26.30120054,21.94808388,22.73736147,27.58613,-81.503395
Lake Tulane,2570,19620,3500,19.8948,25.00361374,20.83524885,21.91122086,27.58613,-81.503395
Lake Tulane,2570,19620,4500,18.7556,24.5577867,20.39582728,21.23640466,27.58613,-81.503395
Lake Tulane,2570,19620,5500,18.8895,23.72640987,19.93614811,20.85068599,27.58613,-81.503395
Lake Tulane,2570,19620,6500,18.664,18.14438641,15.672815,17.4937338,27.58613,-81.503395
Lake Tulane,2570,19620,7500,18.114,17.31060778,15.10878676,16.84446485,27.58613,-81.503395
Lake Tulane,2570,19620,8500,17.92133333,18.16771369,15.87577124,17.32160609,27.58613,-81.503395
Lake Tulane,2570,19620,9500,17.979,19.4018339,16.95227031,18.11103474,27.58613,-81.503395
Lake Tulane,2570,19620,10500,17.266,17.79494613,15.8250074,16.96198451,27.58613,-81.503395
Lake Tulane,2570,19620,11500,17.19777778,18.06512993,16.05452731,17.10581167,27.58613,-81.503395
Lake Tulane,2570,19620,12500,16.95133333,16.92535865,15.34203547,16.40624248,27.58613,-81.503395
Lake Tulane,2570,19620,13500,16.78,17.48426576,16.31701773,16.86042783,27.58613,-81.503395
Lake Tulane,2570,19620,14500,16.368,19.16869264,17.47059756,17.66909673,27.58613,-81.503395
Lake Tulane,2570,19620,15500,17.544,21.66072003,18.90334828,19.3693561,27.58613,-81.503395
Lake Tulane,2570,19620,16500,15.85866667,16.36782496,15.78648572,16.00432578,27.58613,-81.503395
Lake Tulane,2570,19620,17500,15.9145,14.66267738,13.96972589,14.84896776,27.58613,-81.503395
Lake Tulane,2570,19620,18500,15.699,14.66831666,14.00599023,14.7911023,27.58613,-81.503395
Lake Tulane,2570,19620,19500,17.01733333,19.36543395,17.107093,17.82995343,27.58613,-81.503395
Spicer Lake,13350,19937,500,8.303428571,10.65889542,12.08626665,10.34953021,41.75738,-86.52208
Spicer Lake,13350,19937,1500,8.9784,9.633397271,11.18398807,9.931928447,41.75738,-86.52208
Spicer Lake,13350,19937,2500,8.404,10.97768005,11.85219337,10.41129114,41.75738,-86.52208
Spicer Lake,13350,19937,3500,8.9065,10.8766658,12.23369667,10.67228749,41.75738,-86.52208
Spicer Lake,13350,19937,4500,8.880142857,10.89943813,12.08106698,10.62021599,41.75738,-86.52208
Spicer Lake,13350,19937,5500,9.019857143,11.0151567,12.25391159,10.76297515,41.75738,-86.52208
Spicer Lake,13350,19937,6500,8.9884,11.24026351,12.39324869,10.87397074,41.75738,-86.52208
Spicer Lake,13350,19937,7500,8.3388,11.80889239,12.56263595,10.90344278,41.75738,-86.52208
Spicer Lake,13350,19937,8500,8.473333333,11.75537795,12.46505427,10.89792185,41.75738,-86.52208
Spicer Lake,13350,19937,9500,8.036909091,11.37842686,12.14298127,10.51943907,41.75738,-86.52208
Spicer Lake,13350,19937,10500,7.308,9.089885732,10.2299232,8.87593631,41.75738,-86.52208
Spicer Lake,13350,19937,11500,2.7826,3.195890961,5.246227069,3.741572677,41.75738,-86.52208
Spicer Lake,13350,19937,12500,3.368,3.65080017,5.671193227,4.229997799,41.75738,-86.52208
Spicer Lake,13350,19937,13500,0.255333333,3.053082159,4.388961576,2.565792356,41.75738,-86.52208
Spicer Lake,13350,19937,14500,-0.408,1.376910916,2.587907012,1.185605976,41.75738,-86.52208
Spicer Lake,13350,19937,15500,-2.443,-0.370453969,0.720730658,-0.697574437,41.75738,-86.52208
Mary Lake,13362,19967,500,5.536896552,6.264973851,8.425446914,6.742439105,44.735655,-81.00256
Mary Lake,13362,19967,1500,5.806714286,6.602544116,8.945411409,7.11822327,44.735655,-81.00256
Mary Lake,13362,19967,2500,5.732583333,6.951675331,9.173751894,7.28600352,44.735655,-81.00256
Mary Lake,13362,19967,3500,5.513777778,6.981976189,9.141335472,7.212363146,44.735655,-81.00256
Mary Lake,13362,19967,4500,5.403428571,7.116146744,9.328400624,7.282658647,44.735655,-81.00256
Mary Lake,13362,19967,5500,5.291,8.123820246,10.63126587,8.01536204,44.735655,-81.00256
Mary Lake,13362,19967,6500,5.748,7.33127414,9.305661262,7.461645134,44.735655,-81.00256
Mary Lake,13362,19967,7500,6.16,6.633462272,8.244970494,7.012810922,44.735655,-81.00256
Mary Lake,13362,19967,8500,5.428,5.25222506,7.097922264,5.926049108,44.735655,-81.00256
Mary Lake,13362,19967,9500,4.722,3.506126287,5.123289063,4.450471783,44.735655,-81.00256
Mary Lake,13362,19967,10500,3.6628,2.48853665,3.495667958,3.215668203,44.735655,-81.00256
South Rhody peatland,13528,20397,500,4.568235294,3.610689217,6.025207297,4.734710603,46.565795,-86.0752
South Rhody peatland,13528,20397,1500,3.778307692,3.260836421,5.41209082,4.150411644,46.565795,-86.0752
South Rhody peatland,13528,20397,2500,3.749285714,3.763127161,5.970156339,4.494189738,46.565795,-86.0752
South Rhody peatland,13528,20397,3500,4.066615385,3.757080375,5.765372308,4.529689356,46.565795,-86.0752
South Rhody peatland,13528,20397,4500,3.874714286,4.041345415,6.197630911,4.704563537,46.565795,-86.0752
South Rhody peatland,13528,20397,5500,4.218333333,4.579373271,6.867627419,5.221778008,46.565795,-86.0752
South Rhody peatland,13528,20397,6500,4.231333333,4.35201192,6.450381978,5.01124241,46.565795,-86.0752
South Rhody peatland,13528,20397,7500,3.6352,3.76198067,5.680593452,4.359258041,46.565795,-86.0752
South Rhody peatland,13528,20397,8500,2.275333333,3.116614811,4.701048846,3.36433233,46.565795,-86.0752
South Rhody peatland,13528,20397,9500,2.346,2.894463228,4.459549327,3.233337518,46.565795,-86.0752
South Rhody peatland,13528,20397,10500,0.741,-0.176450263,1.091666455,0.552072064,46.565795,-86.0752
Lake Grinnell,13583,20515,500,9.91,10.53963238,11.24896461,10.566199,41.098185,-74.63963
Lake Grinnell,13583,20515,1500,9.307818182,10.57720987,11.32263462,10.40255422,41.098185,-74.63963
Lake Grinnell,13583,20515,2500,9.738857143,10.66347646,11.36193273,10.58808878,41.098185,-74.63963
Lake Grinnell,13583,20515,3500,9.506,11.00447042,11.56403526,10.6915019,41.098185,-74.63963
Lake Grinnell,13583,20515,4500,8.982666667,10.61666092,11.21833544,10.27255434,41.098185,-74.63963
Lake Grinnell,13583,20515,5500,9.528571429,11.15559109,11.75325833,10.81247362,41.098185,-74.63963
Lake Grinnell,13583,20515,6500,9.446666667,10.97763372,11.81942434,10.74790824,41.098185,-74.63963
Lake Grinnell,13583,20515,7500,9.215142857,11.09748276,11.8156178,10.70941447,41.098185,-74.63963
Lake Grinnell,13583,20515,8500,8.961333333,10.99386659,11.68999155,10.54839716,41.098185,-74.63963
Lake Grinnell,13583,20515,9500,7.8144,9.963575695,10.57738355,9.451786416,41.098185,-74.63963
Lake Grinnell,13583,20515,10500,6.346666667,6.487105158,7.686640774,6.840137533,41.098185,-74.63963
Lake Grinnell,13583,20515,11500,3.706,1.97552764,3.167170532,2.949566057,41.098185,-74.63963
Lake Grinnell,13583,20515,12500,3.992666667,1.546792793,2.101833866,2.547097775,41.098185,-74.63963
Lake Grinnell,13583,20515,13500,0.527,-0.406747694,0.447034862,0.189095723,41.098185,-74.63963
Lake Grinnell,13583,20515,15500,0.18,-0.931129979,0.063200263,-0.229309905,41.098185,-74.63963
Lac Triangle,13899,21319,500,1.972,-1.588945456,0.022354928,0.135136491,48.710435,-65.41279
Lac Triangle,13899,21319,1500,2.62,-1.373645585,0.595172348,0.613842254,48.710435,-65.41279
Lac Triangle,13899,21319,2500,1.918666667,-1.636250349,0.259356944,0.180591087,48.710435,-65.41279
Lac Triangle,13899,21319,3500,2.009,-0.798500818,1.210671072,0.807056752,48.710435,-65.41279
Lac Triangle,13899,21319,4500,1.364,-0.997374051,0.772325406,0.379650452,48.710435,-65.41279
Lac Triangle,13899,21319,5500,1.922,-0.578447009,1.07530633,0.80628644,48.710435,-65.41279
Lac Triangle,13899,21319,6500,2.301,-0.80032964,0.867631591,0.789433984,48.710435,-65.41279
Lac Triangle,13899,21319,7500,2.568,-1.049888503,0.605652309,0.707921269,48.710435,-65.41279
Lac Triangle,13899,21319,8500,1.768,-1.633881504,0.015948753,0.050022417,48.710435,-65.41279
Lac Triangle,13899,21319,9500,-2.850666667,-3.601650308,-3.34166907,-3.264662015,48.710435,-65.41279
Lac Triangle,13899,21319,10500,-6.337333333,-2.056116596,-1.678949028,-3.357466319,48.710435,-65.41279
Lac Triangle,13899,21319,11500,-4.988,-2.118259376,-2.792392467,-3.299550614,48.710435,-65.41279
White Pond,2839,40111,500,19.4464,26.41310763,22.18934264,22.68295009,34.16759,-80.77616
White Pond,2839,40111,1500,19.011,24.51119074,20.48505998,21.33575024,34.16759,-80.77616
White Pond,2839,40111,2500,19.366,25.93027101,21.89472437,22.39699846,34.16759,-80.77616
White Pond,2839,40111,3500,19.51133333,26.68963221,22.34583402,22.84893319,34.16759,-80.77616
White Pond,2839,40111,4500,18.498,24.38450385,20.49970266,21.12740217,34.16759,-80.77616
White Pond,2839,40111,5500,19.04333333,22.6879262,18.8847625,20.20534068,34.16759,-80.77616
White Pond,2839,40111,6500,17.906,21.66593458,18.53096661,19.36763373,34.16759,-80.77616
White Pond,2839,40111,7500,17.59133333,18.39457341,16.55318174,17.5130295,34.16759,-80.77616
White Pond,2839,40111,8500,17.27628571,18.6557341,17.03332261,17.65511414,34.16759,-80.77616
White Pond,2839,40111,9500,17.038,20.41082203,18.22096143,18.55659449,34.16759,-80.77616
White Pond,2839,40111,10500,14.20571429,15.23793957,15.02749568,14.82371651,34.16759,-80.77616
White Pond,2839,40111,11500,11.39433333,13.55624315,13.98634865,12.97897504,34.16759,-80.77616
White Pond,2839,40111,12500,8.967142857,11.2470019,11.74688352,10.65367609,34.16759,-80.77616
White Pond,2839,40111,13500,8.206285714,9.186700486,9.753035718,9.048673973,34.16759,-80.77616
White Pond,2839,40111,14500,7.785666667,6.507315659,7.328306345,7.207096224,34.16759,-80.77616
White Pond,2839,40111,15500,6.583333333,5.712916665,6.535867738,6.277372579,34.16759,-80.77616
White Pond,2839,40111,16500,4.534,3.104286642,4.081081544,3.906456062,34.16759,-80.77616
White Pond,2839,40111,17500,3.954,2.583297721,3.676479468,3.404592396,34.16759,-80.77616
White Pond,2839,40111,18500,1.322,2.267287076,3.408922338,2.332736472,34.16759,-80.77616
White Pond,2839,40111,19500,1.545,2.223693945,3.379813647,2.382835864,34.16759,-80.77616
Stotzel-Leis Site,2520,40168,6500,9.064,8.70590496,7.781957363,8.517287441,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,7500,8.668666667,10.3860637,10.00542816,9.68671951,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,8500,9.001857143,10.17149187,9.983181404,9.718843471,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,9500,8.3078,10.52043477,10.55714162,9.795125461,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,10500,7.645625,10.06674157,10.44193416,9.384766908,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,11500,6.632888889,7.316608986,8.018260175,7.322586017,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,12500,5.551333333,3.586183875,4.679926582,4.605814597,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,13500,7.296571429,8.085791333,9.024446783,8.135603181,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,14500,6.518285714,5.688424618,6.596690076,6.267800136,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,15500,-0.443111111,0.154075245,0.791813526,0.167592553,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,16500,-2.6814,-2.88301404,-1.948396189,-2.504270077,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,17500,-2.341,-3.273705459,-2.412921503,-2.675875654,40.216667,-84.689444
Stotzel-Leis Site,2520,40168,18500,-1.8385,-3.117015383,-2.44341261,-2.466309331,40.216667,-84.689444
Benson Pond,23579,40791,1500,6.33775,6.14735706,8.073819631,6.852975564,42.377775,-73.09478
Benson Pond,23579,40791,2500,6.458666667,6.8222613,9.339624619,7.540184195,42.377775,-73.09478
Benson Pond,23579,40791,3500,6.455,6.98320265,9.508120518,7.648774389,42.377775,-73.09478
Benson Pond,23579,40791,4500,6.56,7.178178844,9.250622115,7.662933653,42.377775,-73.09478
Benson Pond,23579,40791,5500,6.3746,7.189729913,9.908832889,7.824387601,42.377775,-73.09478
Benson Pond,23579,40791,6500,6.386,7.29990777,10.01410268,7.900003483,42.377775,-73.09478
Benson Pond,23579,40791,7500,6.323333333,7.356466586,10.31317313,7.997657684,42.377775,-73.09478
Benson Pond,23579,40791,8500,6.342,7.011027444,9.935916464,7.762981303,42.377775,-73.09478
Benson Pond,23579,40791,9500,6.071,7.195821106,9.792487169,7.686436092,42.377775,-73.09478
Benson Pond,23579,40791,10500,2.476,1.924847567,3.531584333,2.644143967,42.377775,-73.09478
Benson Pond,23579,40791,11500,-2.554,-3.578662484,-2.401101934,-2.844588139,42.377775,-73.09478
Benson Pond,23579,40791,12500,-2.344,-3.989180432,-3.363108235,-3.232096222,42.377775,-73.09478
Benson Pond,23579,40791,13500,-1.618,-2.39647544,-3.12412386,-2.3795331,42.377775,-73.09478
Berry Pond,23580,40793,500,8.419818182,8.54866877,9.557105951,8.841864301,42.62006,-71.086805
Berry Pond,23580,40793,1500,8.796916667,9.688587669,10.75586115,9.747121828,42.62006,-71.086805
Berry Pond,23580,40793,2500,7.871363636,9.553744873,10.68054314,9.368550551,42.62006,-71.086805
Berry Pond,23580,40793,3500,8.227058824,9.994897911,11.05712003,9.759692255,42.62006,-71.086805
Berry Pond,23580,40793,4500,9.163,10.25578981,11.31820839,10.24566606,42.62006,-71.086805
Berry Pond,23580,40793,5500,9.351272727,10.6010587,11.78726193,10.57986445,42.62006,-71.086805
Berry Pond,23580,40793,6500,9.2708,10.34659524,11.61003897,10.40914474,42.62006,-71.086805
Berry Pond,23580,40793,7500,7.70125,8.947088867,10.28238518,8.976908014,42.62006,-71.086805
Berry Pond,23580,40793,8500,5.543428571,6.951227821,8.272312762,6.922323051,42.62006,-71.086805
Berry Pond,23580,40793,9500,5.769666667,6.564664665,7.934961933,6.756431088,42.62006,-71.086805
Berry Pond,23580,40793,10500,5.409666667,5.518586962,7.061594244,5.996615958,42.62006,-71.086805
Berry Pond,23580,40793,11500,3.0265,1.921402356,3.629928807,2.859277054,42.62006,-71.086805
Berry Pond,23580,40793,12500,-3.678666667,-3.76667902,-2.390425095,-3.278590261,42.62006,-71.086805
Berry Pond,23580,40793,13500,-1.900666667,-2.196578397,-0.591131053,-1.562792039,42.62006,-71.086805
Berry Pond,23580,40793,14500,-3.5005,-1.765254427,-1.433911334,-2.23322192,42.62006,-71.086805
Blaney's Pond,23582,40797,500,9.331,9.509812502,12.37284893,10.40455381,41.471805,-70.766135
Blaney's Pond,23582,40797,1500,11.2454,11.20923528,14.41491054,12.28984861,41.471805,-70.766135
Blaney's Pond,23582,40797,2500,11.24155556,10.98852736,14.29089338,12.17365877,41.471805,-70.766135
Blaney's Pond,23582,40797,3500,11.7945,10.72048804,14.43595669,12.31698158,41.471805,-70.766135
Blaney's Pond,23582,40797,4500,8.3255,9.373748285,11.23450435,9.644584213,41.471805,-70.766135
Blaney's Pond,23582,40797,5500,9.65,11.05328274,12.26029995,10.9878609,41.471805,-70.766135
Blaney's Pond,23582,40797,6500,8.01,9.336422512,10.5490304,9.298484304,41.471805,-70.766135
Blaney's Pond,23582,40797,7500,7.092666667,8.961469686,10.01972782,8.691288058,41.471805,-70.766135
Blaney's Pond,23582,40797,8500,7.746666667,7.790715585,9.021708557,8.186363603,41.471805,-70.766135
Blaney's Pond,23582,40797,9500,7.721,7.045552902,8.302826294,7.689793065,41.471805,-70.766135
Blaney's Pond,23582,40797,10500,4.879333333,3.080465849,4.389416866,4.11640535,41.471805,-70.766135
Blaney's Pond,23582,40797,11500,1.202,0.925652175,2.445752035,1.52446807,41.471805,-70.766135
Blaney's Pond,23582,40797,12500,0.923,1.410079354,2.798518681,1.710532678,41.471805,-70.766135
Blaney's Pond,23582,40797,13500,1.07,-0.111188258,0.40068767,0.453166471,41.471805,-70.766135
Blood Pond,23583,40799,500,8.412363636,7.844570878,9.048762865,8.43523246,42.08019,-71.96105
Blood Pond,23583,40799,1500,7.738444444,8.123574257,9.736696188,8.532904963,42.08019,-71.96105
Blood Pond,23583,40799,2500,9.387666667,10.26234194,11.55878183,10.40293015,42.08019,-71.96105
Blood Pond,23583,40799,3500,9.249,10.56603089,11.67351732,10.49618273,42.08019,-71.96105
Blood Pond,23583,40799,4500,9.272857143,10.88820698,11.85941214,10.67349209,42.08019,-71.96105
Blood Pond,23583,40799,5500,9.236,10.71970073,11.99772952,10.65114342,42.08019,-71.96105
Blood Pond,23583,40799,6500,8.67425,10.39330686,12.00317813,10.35691166,42.08019,-71.96105
Blood Pond,23583,40799,7500,9.413428571,10.69378127,11.90983878,10.67234954,42.08019,-71.96105
Blood Pond,23583,40799,8500,8.14575,9.481396983,10.58144884,9.402865273,42.08019,-71.96105
Blood Pond,23583,40799,9500,6.743555556,8.709739748,9.940303948,8.464533084,42.08019,-71.96105
Blood Pond,23583,40799,10500,5.441866667,6.255329643,8.205408473,6.634201594,42.08019,-71.96105
Blood Pond,23583,40799,11500,5.155555556,5.952415053,7.641701172,6.249890594,42.08019,-71.96105
Blood Pond,23583,40799,12500,2.77,0.301037312,2.41539256,1.828809957,42.08019,-71.96105
Blood Pond,23583,40799,13500,0.2564,-0.701894598,0.953830226,0.169445209,42.08019,-71.96105
Blood Pond,23583,40799,14500,-1.852,-0.093645876,1.273989921,-0.223885319,42.08019,-71.96105
Blood Pond,23583,40799,15500,1.248,-1.513895352,-2.039874877,-0.768590076,42.08019,-71.96105
Deep-Falmouth Pond,23586,40803,500,9.102315789,9.668772245,10.36055169,9.710546575,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,1500,9.772375,10.74261852,11.52622965,10.68040772,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,2500,9.538666667,11.32247867,12.26645912,11.04253482,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,3500,8.706666667,10.08207272,11.69708691,10.1619421,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,4500,7.950888889,9.608881256,11.45478394,9.67151803,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,5500,9.024615385,10.86087389,12.16139669,10.68229532,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,6500,8.422222222,11.05097346,11.94672741,10.4733077,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,7500,8.236,10.51600136,11.43318144,10.0617276,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,8500,7.152666667,8.74344176,9.704422382,8.53351027,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,9500,6.663,8.336321277,9.205408392,8.068243223,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,10500,5.5325,5.020600781,6.311880719,5.6216605,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,11500,2.834,1.193897239,2.465999409,2.164632216,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,12500,-0.006,-1.402825909,-0.406387059,-0.605070989,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,14500,0.934,0.859227974,1.804304046,1.19917734,41.564035,-70.63573
Deep-Falmouth Pond,23586,40803,15500,1.806,1.397787773,2.887315015,2.030367596,41.564035,-70.63573
Deep-Taunton Pond,23609,40844,500,7.985,8.52585491,9.571616815,8.694157242,41.88215,-71.012
Deep-Taunton Pond,23609,40844,1500,9.074,9.147125783,10.28891752,9.503347767,41.88215,-71.012
Deep-Taunton Pond,23609,40844,2500,9.3405,9.206983099,10.28476223,9.610748444,41.88215,-71.012
Deep-Taunton Pond,23609,40844,3500,9.714,9.365531057,10.2989503,9.792827119,41.88215,-71.012
Deep-Taunton Pond,23609,40844,4500,9.374,10.29199983,11.18882894,10.28494292,41.88215,-71.012
Deep-Taunton Pond,23609,40844,5500,9.5935,11.01306951,11.98057894,10.86238282,41.88215,-71.012
Deep-Taunton Pond,23609,40844,6500,9.4,11.03427017,12.04906107,10.82777708,41.88215,-71.012
Deep-Taunton Pond,23609,40844,7500,8.737333333,8.910150846,9.942280749,9.196588309,41.88215,-71.012
Deep-Taunton Pond,23609,40844,8500,6.906666667,7.989070413,8.866800703,7.920845928,41.88215,-71.012
Deep-Taunton Pond,23609,40844,9500,7.1205,6.563057861,7.808696119,7.16408466,41.88215,-71.012
Deep-Taunton Pond,23609,40844,10500,4.67825,3.288799067,4.875392695,4.280813921,41.88215,-71.012
Deep-Taunton Pond,23609,40844,11500,3.265,1.813834644,3.349620401,2.809485015,41.88215,-71.012
Deep-Taunton Pond,23609,40844,12500,-1.908,-2.542001253,-1.137476485,-1.862492579,41.88215,-71.012
Deep-Taunton Pond,23609,40844,13500,0.703,0.207804396,1.864877256,0.925227217,41.88215,-71.012
Deep-Taunton Pond,23609,40844,14500,-1.658,-1.624945987,-0.089912349,-1.124286112,41.88215,-71.012
Deep-Taunton Pond,23609,40844,15500,-1.396,-2.265662859,-1.077967026,-1.579876629,41.88215,-71.012
Deep-Taunton Pond,23609,40844,17500,-0.882,-2.704938538,-3.423538752,-2.336825763,41.88215,-71.012
Doe Pond,23614,40854,500,7.860125,7.618140124,8.702452927,8.06023935,42.17535,-72.7018
Doe Pond,23614,40854,1500,8.130375,8.437445196,9.686083923,8.751301373,42.17535,-72.7018
Doe Pond,23614,40854,2500,7.7928,8.573817391,9.794757163,8.720458185,42.17535,-72.7018
Doe Pond,23614,40854,3500,8.436222222,8.84093215,10.03164791,9.102934094,42.17535,-72.7018
Doe Pond,23614,40854,4500,8.8036,9.261259549,10.48157319,9.515477579,42.17535,-72.7018
Doe Pond,23614,40854,5500,8.190888889,9.001212321,10.40458815,9.198896454,42.17535,-72.7018
Doe Pond,23614,40854,6500,7.141,8.753388845,10.29343392,8.729274255,42.17535,-72.7018
Doe Pond,23614,40854,7500,8.550666667,8.862523836,10.26937078,9.227520427,42.17535,-72.7018
Doe Pond,23614,40854,8500,7.935,8.831833992,10.2044248,8.990419597,42.17535,-72.7018
Doe Pond,23614,40854,9500,5.5845,7.093343949,8.470749398,7.049531116,42.17535,-72.7018
Doe Pond,23614,40854,10500,5.302,4.366041846,6.069359323,5.24580039,42.17535,-72.7018
Doe Pond,23614,40854,11500,4.812666667,3.89649873,5.372974168,4.694046521,42.17535,-72.7018
Doe Pond,23614,40854,12500,0.607,-0.805511535,0.931413645,0.244300703,42.17535,-72.7018
Doe Pond,23614,40854,13500,1.123,-0.141822873,0.045638936,0.342272021,42.17535,-72.7018
Doe Pond,23614,40854,14500,-5.319,-1.618542573,-2.595250205,-3.177597593,42.17535,-72.7018
Doe Pond,23614,40854,15500,-3.664,-1.905915394,-3.698249157,-3.089388183,42.17535,-72.7018
Green Pond,10433,40861,3500,4.438,5.538029391,6.782594331,5.586207907,42.56705,-72.5108
Green Pond,10433,40861,4500,6.68,6.702692493,8.228701874,7.203798122,42.56705,-72.5108
Green Pond,10433,40861,5500,7.698,8.364976467,9.985207241,8.682727903,42.56705,-72.5108
Green Pond,10433,40861,6500,8.196,8.80611697,10.41692505,9.139680674,42.56705,-72.5108
Green Pond,10433,40861,7500,5.924,7.407392969,9.120539104,7.483977358,42.56705,-72.5108
Green Pond,10433,40861,8500,5.566,6.75754302,8.428198236,6.917247086,42.56705,-72.5108
Green Pond,10433,40861,9500,5.178666667,5.133725609,6.753243395,5.688545224,42.56705,-72.5108
Green Pond,10433,40861,10500,5.171333333,4.302098476,6.059594238,5.177675349,42.56705,-72.5108
Green Pond,10433,40861,11500,4.1,2.644496585,4.290660049,3.678385545,42.56705,-72.5108
Green Pond,10433,40861,12500,4.124,2.335271848,3.882627757,3.447299868,42.56705,-72.5108
Guilder Pond,23625,40875,500,6.096,7.871917176,9.717640963,7.895186046,42.10864,-73.4372
Guilder Pond,23625,40875,1500,6.3784,7.751090169,9.500409633,7.876633267,42.10864,-73.4372
Guilder Pond,23625,40875,2500,6.29,7.913580555,9.784957394,7.996179317,42.10864,-73.4372
Guilder Pond,23625,40875,3500,7.346,8.17262271,9.914379516,8.477667409,42.10864,-73.4372
Guilder Pond,23625,40875,4500,7.454571429,8.451497801,10.12996403,8.678677752,42.10864,-73.4372
Guilder Pond,23625,40875,5500,6.830666667,8.126832307,10.3359449,8.431147958,42.10864,-73.4372
Guilder Pond,23625,40875,6500,6.5745,7.933310425,10.51168229,8.339830904,42.10864,-73.4372
Guilder Pond,23625,40875,7500,6.822,7.60526104,9.845870492,8.091043844,42.10864,-73.4372
Guilder Pond,23625,40875,8500,7.153333333,8.374638799,10.23795428,8.588642136,42.10864,-73.4372
Guilder Pond,23625,40875,9500,6.312,7.234941874,8.88434463,7.477095501,42.10864,-73.4372
Guilder Pond,23625,40875,10500,4.938666667,6.363021477,8.065689385,6.455792509,42.10864,-73.4372
Guilder Pond,23625,40875,11500,4.722,4.062148494,6.198289524,4.994146006,42.10864,-73.4372
Guilder Pond,23625,40875,12500,0.71,-0.927742077,0.600340229,0.127532717,42.10864,-73.4372
Guilder Pond,23625,40875,13500,1.405,0.686910609,2.578980588,1.556963732,42.10864,-73.4372
Guilder Pond,23625,40875,14500,-1.188,-0.966520264,0.516501636,-0.546006209,42.10864,-73.4372
Knob Hill Pond,23647,40914,500,4.950210526,3.481886503,5.662882225,4.698326418,44.36035,-72.37295
Knob Hill Pond,23647,40914,1500,5.299294118,4.515299646,6.987972403,5.600855389,44.36035,-72.37295
Knob Hill Pond,23647,40914,2500,5.884923077,4.905338671,7.417878175,6.069379974,44.36035,-72.37295
Knob Hill Pond,23647,40914,3500,5.428285714,4.617206439,7.035297737,5.69359663,44.36035,-72.37295
Knob Hill Pond,23647,40914,4500,5.18975,4.246931539,6.404599237,5.280426925,44.36035,-72.37295
Knob Hill Pond,23647,40914,5500,5.0948,3.788717813,5.95475381,4.946090541,44.36035,-72.37295
Knob Hill Pond,23647,40914,6500,5.687857143,4.516636113,6.979361513,5.727951589,44.36035,-72.37295
Knob Hill Pond,23647,40914,7500,5.017833333,4.121984246,6.568546245,5.236121275,44.36035,-72.37295
Knob Hill Pond,23647,40914,8500,4.9185,4.395188508,6.727390545,5.347026351,44.36035,-72.37295
Knob Hill Pond,23647,40914,9500,5.034666667,5.373921839,7.398849986,5.93581283,44.36035,-72.37295
Knob Hill Pond,23647,40914,10500,5.494,5.392754186,7.151807623,6.012853936,44.36035,-72.37295
Knob Hill Pond,23647,40914,11500,4.706,3.477093555,5.033912657,4.405668737,44.36035,-72.37295
Knob Hill Pond,23647,40914,12500,2.857333333,1.835538305,3.618615994,2.770495877,44.36035,-72.37295
Knob Hill Pond,23647,40914,13500,0.2765,0.064603202,1.490578482,0.610560562,44.36035,-72.37295
Little Royalston Pond,23691,40988,500,6.7155,5.320341464,7.182275689,6.406039051,42.67595,-72.19285
