paleo_tave_deviance,paleo_pr_deviance,paleo_pr2_deviance,modern_tave_deviance,modern_pr_deviance,coef_paleo_tave,coef_paleo_pr,coef_paleo_pr2,coef_modern_tave,coef_modern_pr,AIC_fit_null,AIC_fit_50,AIC_fit_100,AIC_fit_200,AIC_fit_400,AIC_fit_600,AIC_fit_800,AIC_fit_1000,pseudo_r2_fit_null,pseudo_r2_fit_50,pseudo_r2_fit_100,pseudo_r2_fit_200,pseudo_r2_fit_400,pseudo_r2_fit_600,pseudo_r2_fit_800,pseudo_r2_fit_1000,moran_fit_null,moran_fit_50,moran_fit_100,moran_fit_200,moran_fit_400,moran_fit_600,moran_fit_800,moran_fit_1000,modern_tave_sig,modern_pr_sig,paleo_tave_sig,paleo_pr_sig,paleo_pr2_sig,climate_simulation,species
2.498472465,0.007836787,0.245326074,3.483462709,0.398181758,3.482243779,4.723388005,102.9064812,0.969189598,1.209274787,5855.856273,5407.412673,5471.684128,5971.81382,6509.333876,6891.885814,7099.411476,6988.007077,0.966762661,0.977090295,0.975863409,0.963777574,0.943964962,0.923561224,0.909537423,0.917358613,0.643475611,0.011549619,0.109090649,0.359596628,0.540965844,0.61893425,0.651223682,0.57839535,TRUE,TRUE,TRUE,FALSE,TRUE,TRACE,reps
0.390248812,0.186008818,0.027587768,1.891596547,0.777291148,4.167169981,17.13525675,-11.58770826,1.578775631,4.374514191,8568.93801,8489.622553,8619.379292,9155.666874,9659.811918,9937.610554,10096.40908,10121.15614,0.896922507,0.904130801,0.893482767,0.835385703,0.752152464,0.689464046,0.646743439,0.639575864,0.630082007,0.012501387,0.109598136,0.378094522,0.541777961,0.596984733,0.621511899,0.593751976,TRUE,TRUE,TRUE,FALSE,FALSE,CCSM-MARUM,tree
0.684919235,0.626355782,0.19185657,2.715856132,1.113167931,3.92066621,94.32981944,-90.82206422,1.654746116,5.29309342,8588.370772,8478.899818,8618.694959,9153.1563,9569.92424,9813.645164,10009.83835,10077.49531,0.89528374,0.90496158,0.893541918,0.835720813,0.769591688,0.719189959,0.670714174,0.652125246,0.611840261,0.015709841,0.113048391,0.369956116,0.509093255,0.57030314,0.606802054,0.612487278,TRUE,TRUE,TRUE,TRUE,FALSE,CCSM-NCAR,tree
0.149362529,0.069250736,0.099157646,1.746469797,0.845625624,3.277910009,13.95452385,16.83255659,1.517930344,4.883624692,8567.105266,8479.622412,8623.278925,9165.528983,9629.422502,9913.096671,10112.57934,10206.47453,0.897075733,0.904905821,0.893145076,0.834062684,0.758191269,0.695581909,0.64207631,0.613731227,0.650176055,0.011279934,0.11602363,0.370131984,0.518554218,0.588112845,0.628131735,0.644815805,TRUE,TRUE,FALSE,FALSE,FALSE,CM2Mc,tree
0.251603486,0.466034195,0.0173935,2.1351815,0.56057069,7.140374377,91.53709114,-28.12961091,1.61860922,4.22695803,8602.510346,8469.027877,8618.608539,9159.592178,9638.402,9865.04445,9941.667133,9873.852712,0.894074996,0.905720074,0.893549385,0.834860385,0.756422394,0.707226688,0.688439866,0.705125987,0.600224428,0.02034293,0.118224559,0.371018587,0.530067414,0.584342058,0.600783688,0.575403684,TRUE,TRUE,FALSE,TRUE,FALSE,COSMOS-S,tree
1.154402032,0.145591722,0.043514714,1.787592819,0.640114021,10.68842449,28.28922241,24.82290109,1.442281805,4.285217459,8589.743895,8474.681794,8620.103394,9162.549172,9613.317563,9812.426638,9926.171155,9987.136495,0.895166963,0.905286408,0.893420144,0.834463548,0.761331668,0.719467561,0.692334098,0.676726306,0.602835235,0.017084874,0.11646104,0.371676712,0.52007572,0.57008238,0.590544239,0.602767844,TRUE,TRUE,TRUE,FALSE,FALSE,COSMOS-W,tree
0.717895026,0.151456733,0.041171162,3.176569914,1.129434647,8.544927065,52.20956682,-51.02729509,1.837761122,5.375328971,8569.227491,8483.963866,8622.488004,9163.714873,9661.127382,9960.11142,10143.62368,10211.65738,0.896898284,0.904570127,0.893213653,0.834306846,0.751887685,0.683740406,0.632942638,0.612102825,0.646073033,0.011904151,0.112096333,0.372186651,0.541970096,0.611952795,0.641779579,0.646405373,TRUE,TRUE,TRUE,FALSE,FALSE,HadCM3,tree
2.315270255,0.507924003,0.128955557,1.808744265,0.924342227,30.70650358,24.51255231,-21.40713215,1.888003143,5.030320335,8575.270622,8455.479211,8604.731591,9111.584839,9637.935104,9928.034555,10095.31113,10145.00404,0.896391314,0.906751218,0.894741691,0.841171617,0.756514686,0.691868401,0.64705812,0.632531149,0.643476326,0.014033613,0.110385708,0.380537512,0.543914469,0.601261422,0.627838606,0.648253732,TRUE,TRUE,TRUE,TRUE,FALSE,IPSL,tree
0.036022772,1.416024505,0.199244753,2.937470919,1.200579469,1.200528175,54.21683559,-34.27538408,1.698575942,5.565352174,8585.485995,8472.499801,8612.273899,9146.527429,9630.45845,9929.920154,10125.82155,10079.04583,0.89552865,0.905454007,0.894095323,0.836602356,0.757987854,0.691396439,0.638208402,0.651687157,0.62926289,0.017401917,0.113987305,0.375111198,0.537036703,0.604979891,0.634176402,0.610561887,TRUE,TRUE,FALSE,TRUE,FALSE,MIROC-S,tree
0.107359986,2.314978855,0.072214914,6.751733121,1.382570487,11.29725115,134.6967141,-146.9392028,2.592696077,6.084234779,8585.71939,8467.465218,8610.647822,9120.840471,9522.256022,9805.490853,9976.510081,9764.74928,0.895508857,0.905839582,0.894235011,0.839973895,0.778336322,0.721042436,0.679502659,0.730116547,0.658594993,0.015544557,0.112010935,0.365585625,0.516260119,0.589279337,0.620526461,0.545034457,TRUE,TRUE,FALSE,TRUE,FALSE,MIROC-W,tree
0.712052295,0.118254223,0.453114359,3.511872262,1.147249835,-5.597614541,9.565114324,-11.85637442,2.302442864,5.625989429,8568.649931,8488.528924,8622.777011,9148.085595,9626.619275,9890.392372,10076.3208,10150.21517,0.896946607,0.904215865,0.893188599,0.836395569,0.758740842,0.701140596,0.65245673,0.630973533,0.619184856,0.012965475,0.111990143,0.370923072,0.535645465,0.597909957,0.624948932,0.579017067,TRUE,TRUE,TRUE,FALSE,TRUE,PROXY_KRIGING,tree
1.223772752,0.233464089,0.347070009,0.334310988,0.044462978,7.595007733,-52.46777175,-193.3976383,0.906913116,1.18116383,8570.155638,8494.378579,8627.640469,9162.251335,9657.91379,10009.60157,10253.97174,10272.17167,0.896820582,0.903759991,0.892766116,0.834503562,0.752534026,0.670777454,0.598548645,0.592574116,0.669216975,0.010475217,0.114017837,0.372240374,0.54248484,0.620748928,0.654897349,0.680340828,TRUE,FALSE,TRUE,FALSE,TRUE,TRACE_LORENZ,tree
1.025297843,0.037226124,0.013216103,1.640150765,0.870666613,6.245480518,-11.08173951,11.66298282,1.517382995,4.745646251,8551.803024,8489.70088,8604.17286,9126.711807,9626.943409,9962.154229,10166.79354,10069.0291,0.898346213,0.904124706,0.894789417,0.839209439,0.758677359,0.683215573,0.625974179,0.65450762,0.663806044,0.00559327,0.105747906,0.374043657,0.545194907,0.610461208,0.644042858,0.590465083,TRUE,TRUE,TRUE,FALSE,FALSE,TRACE_MWF,tree
0.516771206,0.005473048,0.00102457,0.707739099,0.065184158,4.849598275,12.13622162,20.24140793,1.318686079,1.475530235,8562.472486,8506.874194,8629.627308,9167.994457,9681.177284,10052.01914,10307.37699,10097.94533,0.89746204,0.902778906,0.892593041,0.833730279,0.747816802,0.659244981,0.580763676,0.646302669,0.661799872,0.008171598,0.112372342,0.373890307,0.54747204,0.627143245,0.660646167,0.648982736,TRUE,FALSE,TRUE,FALSE,FALSE,TRACE,tree
